ID;track_name;track_musical_genre;track_type;duration_ms;feature;track_videoclip;videoclip_views;spotify_streams;spotify_global_peak;album;track_number;album_musical_genre;album_type;release_date;album_physical_sales;track_lyrics;track_theme;uri;acousticness;danceability;energy;instrumentalness;liveness;loudness;speechiness;tempo;valence
296;I Did Something Bad;Electropop;B-Side;238253;No;No;0;427.923.904;130;reputation;3;Electropop;Original Studio;10/11/2017;2.478.000;"I never trust a narcissist, but they love me So I play 'em like a violin And I make it look, oh, so easy 'Cause for every lie I tell them, they tell me three This is how the world works Now all he thinks about is me [Pre-Chorus] I can feel the flames on my skin Crimson red paint on my lips If a man talks shit, then I owe him nothing I don't regret it one bit 'cause he had it coming [Chorus] They say I did something bad Then why's it feel so good? They say I did something bad But why's it feel so good? Most fun I ever had And I'd do it over and over and over again if I could It just felt so good, good [Post-Chorus] Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da Da-da, da-da [Verse 2] I never trust a playboy, but they love me So I fly 'em all around the world And I let them think they saved me They never see it comin', what I do next This is how the world works You gotta leave before you get left [Pre-Chorus] I can feel the flames on my skin He says,""Don't throw away a good thing"" But if he drops my name, then I owe him nothin' And if he spends my change, then he had it comin' [Chorus] They say I did something bad (Oh) Then why's it feel so good? They say I did something bad But why's it feel so good? Most fun I ever had And I'd do it over and over and over again if I could It just felt so good, good [Post-Chorus] Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da (It just felt so good) Ra-di-di-di-di-di-di-di-di-di-da-da Da-da, da-da [Bridge] They're burning all the witches even if you aren't one They got their pitchforks and proof, their receipts and reasons They're burning all the witches even if you aren't one So light me up (Light me up), light me up (Light me up) Light me up, go ahead and light me up (Light me up) Light me up (Light me up), light me up (Light me up) Light me up (Light me up), light me up [Chorus] They say I did something bad (Oh) Then why's it feel so good? (So good) They say I did something bad But why's it feel so good? (Good) Most fun I ever had (Most fun I ever had) And I'd do it over and over and over again if I could It just felt so good (Good), good [Post-Chorus] Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da Da-da, da-da [Outro] Oh, you say I did something bad (You say I did something bad?) Why's it feel so good, good? So bad, why's it feel so good? Why's it feel, why's it feel so good? (Bad) It just felt so good, good";Overcoming;spotify:track:4svZDCRz4cJoneBpjpx8DJ;0.0679;0.696;0.602;2.11e-05;0.0696;-6.156;0.159;82.989;0.305
297;Don't Blame Me;Pop Rock;B-Side;236413;No;No;0;1.066.236.494;68;reputation;4;Electropop;Original Studio;10/11/2017;2.478.000;"Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life [Verse 1] I've been breakin' hearts a long time And toyin' with them older guys Just playthings for me to use Something happened for the first time In the darkest little paradise Shaking, pacin', I just need you [Pre-Chorus] For you, I would cross the line I would waste my time I would lose my mind They say,""She's gone too far this time"" [Chorus] Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life [Verse 2] My name is whatever you decide And I'm just gonna call you mine I'm insane, but I'm your baby (Your baby) Echoes (Echoes) of your name inside my mind Halo hiding my obsession I once was poison ivy, but now, I'm your daisy [Pre-Chorus] And, baby, for you I would (I would) fall from grace Just to (Just to) touch your face If you (If you) walk away, I'd beg you on my knees to stay [Chorus] Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life (Yeah, ooh) Don't blame me, love made me crazy If it doesn't, you ain't doin' it right (Doin' it right) Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life [Bridge] I get so high, oh Every time you're, every time you're lovin' me You're lovin' me Trip of my life, oh Every time you're, every time you're touchin' me You're touchin' me Every time you're, every time you're lovin' me [Breakdown] Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life (Usin' for the rest of my life, oh-woah-oh-oh) [Chorus] Don't blame me, love made me crazy If it doesn't, you ain't doin' it right (Doin' it right, no) Lord, save me, my drug is my baby I'll be usin' for the rest of my life, oh-oh Don't blame me, love made me crazy (Oh-oh-oh) If it doesn't, you ain't doin' it right (You ain't doin' it right) Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life (I'll be usin', I'll be usin') [Outro] I get so high, oh Every time you're, every time you're lovin' me You're lovin' me Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life";Fall in love;spotify:track:1R0a2iXumgCiFb7HEZ7gUE;0.106;0.615;0.534;1.76e-05;0.0607;-6.719;0.0386;135.917;0.193
298;Delicate;Synth Pop;Single;232253;No;Yes;546.059.048;957.363.618;24;reputation;5;Electropop;Original Studio;10/11/2017;2.478.000;This ain't for the best My reputation's never been worse, so You must like me for me We can't make Any promises now, can we, babe? But you can make me a drink [Verse 1] Dive bar on the East Side, where you at? Phone lights up my nightstand in the black Come here, you can meet me in the back Dark jeans and your Nikes, look at you Oh, damn, never seen that color blue Just think of the fun things we could do [Pre-Chorus] ('Cause I like you) This ain't for the best My reputation's never been worse, so You must like me for me (Yeah, I want you) We can't make Any promises now, can we, babe? But you can make me a drink [Chorus] Is it cool that I said all that? Is it chill that you're in my head? 'Cause I know that it's delicate (Delicate) Is it cool that I said all that? Is it too soon to do this yet? 'Cause I know that it's delicate [Post-Chorus] Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it delicate? [Verse 2] Third floor on the West Side, me and you Handsome, you're a mansion with a view Do the girls back home touch you like I do? Long night with your hands up in my hair Echoes of your footsteps on the stairs Stay here, honey, I don't wanna share [Pre-Chorus] ('Cause I like you) This ain't for the best My reputation's never been worse, so You must like me for me (Yeah, I want you) We can't make Any promises now, can we, babe? But you can make me a drink [Chorus] Is it cool that I said all that? Is it chill that you're in my head? 'Cause I know that it's delicate (Delicate) Is it cool that I said all that? Is it too soon to do this yet? 'Cause I know that it's delicate [Post-Chorus] Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it delicate? [Bridge] Sometimes, I wonder, when you sleep Are you ever dreaming of me? Sometimes, when I look into your eyes I pretend you're mine all the damn time [Chorus] ('Cause I like you) Is it cool that I said all that? Is it chill that you're in my head? 'Cause I know that it's delicate (Delicate) (Yeah, I want you) Is it cool that I said all that? Is it too soon to do this yet? 'Cause I know that it's delicate (Delicate) ('Cause I like you) Is it cool that I said all that? (Isn't it?) Is it chill that you're in my head? (Isn't it? Isn't it?) 'Cause I know that it's delicate (Isn't it delicate?) (Yeah, I want you) Is it cool that I said all that? (Isn't it?) Is it too soon to do this yet? (Isn't it? Isn't it?) 'Cause I know that it's delicate Isn't it delicate?;Fall in love;spotify:track:6NFyWDv5CjfwuzoCkw47Xf;0.216;0.75;0.404;0.000357;0.0911;-10.178;0.0682;95.045;0.0499
299;Look What You Made Me Do;Dance Pop;Single;211853;No;Yes;1.473.563.482;1.119.518.781;1;reputation;6;Electropop;Original Studio;10/11/2017;2.478.000;"I don't like your little games Don't like your tilted stage The role you made me play Of the fool, no, I don't like you I don't like your perfect crime How you laugh when you lie You said the gun was mine Isn't cool, no, I don't like you (Oh) [Pre-Chorus] But I got smarter, I got harder in the nick of time Honey, I rose up from the dead, I do it all the time I've got a list of names and yours is in red, underlined I check it once, then I check it twice, oh! [Chorus] Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me do [Verse 2] I don't like your kingdom keys They once belonged to me You asked me for a place to sleep Locked me out and threw a feast (What?) The world moves on, another day, another drama, drama But not for me, not for me, all I think about is karma And then the world moves on, but one thing's for sure Maybe I got mine, but you'll all get yours [Pre-Chorus] But I got smarter, I got harder in the nick of time Honey, I rose up from the dead, I do it all the time I've got a list of names and yours is in red, underlined I check it once, then I check it twice, oh! [Chorus] Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me do [Bridge] I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams (Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me Ooh, look what you made me do Look what you made me do Look what you just made me) ""I'm sorry, the old Taylor can't come to the phone right now ""Why? Oh, 'cause she's dead!"" (Oh) [Chorus] Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me do Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me do";Overcoming;spotify:track:1P17dC1amhFzptugyAO7Il;0.204;0.766;0.709;1.41e-05;0.126;-6.471;0.123;128.07;0.506
300;So It Goes...;R&B;B-Side;227906;No;No;0;176.212.321;0;reputation;7;Electropop;Original Studio;10/11/2017;2.478.000;See you in the dark All eyes on you, my magician All eyes on us You make everyone disappear, and Cut me into pieces Gold cage, hostage to my feelings Back against the wall Trippin', trip-trippin' when you're gone [Pre-Chorus] 'Cause we break down a little But when you get me alone, it's so simple 'Cause, baby, I know what you know We can feel it [Chorus] And all the pieces fall right into place Getting caught up in a moment Lipstick on your face So it goes I'm yours to keep And I'm yours to lose You know I'm not a bad girl, but I Do bad things with you So it goes [Verse 2] Met you in a bar All eyes on me, your illusionist All eyes on us I make all your gray days clear And wear you like a necklace I'm so chill, but you make me jealous But I got your heart Skippin', skip-skippin' when I'm gone [Pre-Chorus] 'Cause we break down a little But when I get you alone, it's so simple 'Cause, baby, I know what you know We can feel it [Chorus] And all the pieces fall right into place Getting caught up in a moment Lipstick on your face So it goes I'm yours to keep And I'm yours to lose You know I'm not a bad girl, but I Do bad things with you So it goes [Refrain] Come here, dressed in black now So, so, so it goes Scratches down your back now So, so, so it goes [Bridge] You did a number on me But, honestly, baby, who's counting? I did a number on you But, honestly, baby, who's counting? You did a number on me But, honestly, baby, who's counting? Who's counting? (One, two, three) [Chorus] And all the pieces fall (Pieces fall) right into place Getting caught up in a moment (Caught up, caught up) Lipstick on your face So it goes I'm yours to keep (Oh) And I'm yours to lose (Baby) You know I'm not a bad girl, but I Do bad things with you So it goes [Refrain] Come here, dressed in black now So, so, so it goes Scratches down your back now So, so, so it goes Come here, dressed in black now So, so, so it goes Scratches down your back now So, so, so it goes;New love;spotify:track:5PxFv9yJEg9dxvbZggykro;0.122;0.574;0.61;1.1e-06;0.13;-7.283;0.0732;74.957;0.374
301;Gorgeous;Synth Pop;B-Side;209680;No;No;0;579.204.888;7;reputation;8;Electropop;Original Studio;10/11/2017;2.478.000;Gorgeous [Verse 1] You should take it as a compliment That I got drunk and made fun of the way you talk You should think about the consequence Of your magnetic field being a little too strong And I got a boyfriend, he's older than us He's in the club doin' I don't know what You're so cool, it makes me hate you so much (I hate you so much) [Pre-Chorus] Whisky on ice, Sunset and Vine You've ruined my life by not being mine [Chorus] You're so gorgeous I can't say anything to your face 'Cause look at your face (Gorgeous) And I'm so furious At you for making me feel this way But what can I say? You're gorgeous [Verse 2] You should take it as a compliment That I'm talking to everyone here but you (But you, but you) And you should think about the consequence Of you touching my hand in a darkened room (Dark room, dark room) If you've got a girlfriend, I'm jealous of her But if you're single, that's honestly worse 'Cause you're so gorgeous it actually hurts (Honey, it hurts) [Pre-Chorus] Ocean blue eyes looking in mine I feel like I might sink and drown and die [Chorus] You're so gorgeous I can't say anything to your face (To your face) 'Cause look at your face (Look at your face, gorgeous) And I'm so furious At you for making me feel this way (Feel this way) But what can I say? You're gorgeous [Bridge] You make me so happy it turns back to sad There's nothing I hate more than what I can't have And you are so gorgeous it makes me so mad (Mmh) You make me so happy it turns back to sad (Yeah) There's nothing I hate more than what I can't have and Guess I'll just stumble on home to my cats (Yeugh) alone Unless you wanna come along (Oh) [Chorus] You're so gorgeous I can't say anything to your face (To your face) 'Cause look at your face (Look at your face, gorgeous) And I'm so furious (I'm so furious) At you for making me feel this way (Feel this way) But what can I say? (I say) You're gorgeous [Outro] You make me so happy it turns back to sad (Yeah) There's nothing I hate more than what I can't have And you are so gorgeous it makes me so mad (Mmh) You're gorgeous You make me so happy it turns back to sad (It turns back to sad) There's nothing I hate more than what I can't have (What I can't have) You are so gorgeous it makes me so mad (Mmh) You're gorgeous;Fall in love;spotify:track:1ZY1PqizIl78geGM4xWlEA;0.0713;0.8;0.535;9.48e-06;0.213;-6.684;0.135;92.027;0.451
302;Getaway Car;Synth Pop;Single;233626;No;No;0;640.936.966;197;reputation;9;Electropop;Original Studio;10/11/2017;2.478.000;"No, nothing good starts in a getaway car [Verse 1] It was the best of times, the worst of crimes I struck a match and blew your mind But I didn't mean it and you didn't see it The ties were black, the lies were white In shades of gray in candlelight I wanted to leave him, I needed a reason [Pre-Chorus] ""X"" marks the spot where we fell apart He poisoned the well, I was lyin' to myself I knew it from the first Old Fashioned, we were cursed We never had a shotgun shot in the dark (Oh!) [Chorus] You were drivin' the getaway car We were flyin', but we'd never get far Don't pretend it's such a mystery Think about the place where you first met me Ridin' in a getaway car There were sirens in the beat of your heart Should've known I'd be the first to leave Think about the place where you first met me [Post-Chorus] In a getaway car (Oh-oh-oh) No, they never get far (Oh-oh-ah) No, nothing good starts in a getaway car [Verse 2] It was the great escape, the prison break The light of freedom on my face But you weren't thinkin' and I was just drinkin' While he was runnin' after us, I was screamin',""Go, go, go!"" But with three of us, honey, it's a sideshow And a circus ain't a love story and now we're both sorry (We're both sorry) [Pre-Chorus] ""X"" marks the spot where we fell apart He poisoned the well, every man for himself I knew it from the first Old Fashioned, we were cursed It hit you like a shotgun shot to the heart (Oh!) [Chorus] You were drivin' the getaway car We were flyin', but we'd never get far Don't pretend it's such a mystery Think about the place where you first met me Ridin' in a getaway car There were sirens in the beat of your heart Should've known I'd be the first to leave Think about the place where you first met me [Post-Chorus] In a getaway car (Oh-oh-oh) No, they never get far (Oh-oh-ah) No, nothing good starts in a getaway car [Bridge] We were jet-set, Bonnie and Clyde (Oh-oh) Until I switched to the other side, to the other side It's no surprise I turned you in (Oh-oh) 'Cause us traitors never win [Breakdown] I'm in a getaway car I left you in a motel bar Put the money in a bag and I stole the keys That was the last time you ever saw me (Oh!) [Chorus] Drivin' the getaway car We were flyin', but we'd never get far (Don't pretend) Don't pretend it's such a mystery Think about the place where you first met me Ridin' in a getaway car There were sirens in the beat of your heart (Should've known) Should've known I'd be the first to leave Think about the place where you first met me [Post-Chorus] In a getaway car (Oh-oh-oh) No, they never get far, oh-oh-ah No, nothing good starts in a getaway car [Outro] I was ridin' in a getaway car I was cryin' in a getaway car I was dyin' in a getaway car Said goodbye in a getaway car Ridin' in a getaway car I was cryin' in a getaway car I was dyin' in a getaway car Said goodbye in a getaway car";Complicated love/Losing love;spotify:track:0VE4kBnHJUgtMf0dy6DRmW;0.00465;0.562;0.689;2.23e-06;0.0888;-6.745;0.127;172.054;0.351
303;King Of My Heart;Synth Pop;B-Side;214320;No;No;0;260.615.846;0;reputation;10;Electropop;Original Studio;10/11/2017;2.478.000;"I'm perfectly fine, I live on my own I made up my mind, I'm better off bein' alone We met a few weeks ago Now you try on callin' me ""baby"" like tryin' on clothes [Pre-Chorus] Salute to me, I'm your American queen And you move to me like I'm a Motown beat And we rule the kingdom inside my room 'Cause all the boys and their expensive cars With their Range Rovers and their Jaguars Never took me quite where you do [Chorus] And all at once, you are the one I have been waiting for King of my heart, body and soul, ooh-woah And all at once, you're all I want, I'll never let you go King of my heart, body and soul, ooh-woah [Post-Chorus] And all at once, I've been waiting, waiting Ooh-woah, ooh-woah And all at once, you are the one, I have been waiting, waiting Body and soul, ooh-woah And all at once [Verse 2] Late in the night, the city's asleep Your love is a secret I'm hoping, dreaming, dying to keep Change my priorities The taste of your lips is my idea of luxury [Pre-Chorus] Salute to me, I'm your American queen And you move to me like I'm a Motown beat And we rule the kingdom inside my room (Inside my room, oh) 'Cause all the boys and their expensive cars With their Range Rovers and their Jaguars Never took me quite where you do (Where you do) [Chorus] And all at once, you are the one I have been waiting for King of my heart, body and soul, ooh-woah And all at once, you're all I want, I'll never let you go King of my heart (My heart), body and soul, ooh-woah [Post-Chorus] And all at once (Hey), I've been waiting, waiting (Waiting) Ooh-woah, ooh-woah And all at once, you are the one I have been waiting (Waiting), waiting (Waiting) Body and soul, ooh-woah And all at once [Bridge] Is this the end of all the endings? My broken bones are mending With all these nights we're spending Up on the roof with a school girl crush Drinking beer out of plastic cups Say you fancy me, not fancy stuff Baby, all at once, this is enough [Breakdown] And all at once, you are the one I have been waiting for King of my heart, body and soul, ooh-woah [Chorus] And all at once, you are the one I have been waiting for King of my heart, body and soul, ooh-woah And all at once, you're all I want, I'll never let you go King of my heart (My heart), body and soul (My soul), ooh-woah [Post-Chorus] And all at once, I've been waiting, waiting Ooh-woah, ooh-woah (Ooh-woah) And all at once, you are the one I have been waiting, waiting Body and soul, ooh-woah And all at once";Fall in love;spotify:track:7HuBDWi18s4aJM8UFnNheH;0.00882;0.675;0.703;2.21e-06;0.0391;-7.902;0.0382;110.01;0.314
304;Dancing With Our Hands Tied;Synth Pop;B-Side;211506;No;No;0;243.124.768;0;reputation;11;Electropop;Original Studio;10/11/2017;2.478.000;I, I loved you in secret First sight, yeah, we love without reason Oh, twenty-five years old Oh, how were you to know? And My, my love had been frozen Deep blue, but you painted me golden Oh, and you held me close Oh, how was I to know? I - [Pre-Chorus] Could've spent forever with your hands in my pockets Picture of your face in an invisible locket You said there was nothing in the world that could stop it I had a bad feeling And darling, you had turned my bed into a sacred oasis People started talking, putting us through our paces I knew there was no one in the world who could take it I had a bad feeling [Chorus] But we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing Like it was the first time, first time Yeah, we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing And I had a bad feeling But we were dancing [Verse 2] I, I loved you in spite of Deep fears that the world would divide us So, baby, can we dance Oh, through an avalanche? And Say, say that we got it I'm a mess, but I'm the mess that you wanted Oh, 'cause it's gravity Oh, keeping you with me, I - [Pre-Chorus] Could've spent forever with your hands in my pockets Picture of your face in an invisible locket You said there was nothing in the world that could stop it I had a bad feeling [Chorus] But we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing Like it was the first time, first time Yeah, we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing (Knew we had our hands tied) And I had a bad feeling But we were dancing [Bridge] I'd kiss you as the lights went out Swaying as the room burned down I'd hold you as the water rushes in If I could dance with you again I'd kiss you as the lights went out Swaying as the room burned down I'd hold you as the water rushes in If I could dance with you again (Again) [Chorus] Dancing with our hands tied, hands tied Oh, yeah, we were dancing Like it was the first time, first time (First time, first time) Yeah, we were dancing (Oh) Dancing with our hands tied, hands tied (Dancing with our hands tied) Yeah, we were dancing (Ooh) And I had a bad feeling (Had a bad feeling) But we were dancing [Outro] (Ooh-ooh, ooh-ooh) Hands tied, hands tied (Dancing);Complicated love/Losing love;spotify:track:7I7JbDv63ZJJsSi24DyJrz;0.0604;0.624;0.691;1.1e-05;0.138;-6.686;0.196;160.024;0.284
305;Dress;R&B;B-Side;230373;No;No;0;313.580.941;0;reputation;12;Electropop;Original Studio;10/11/2017;2.478.000;Our secret moments in a crowded room They got no idea about me and you There is an indentation in the shape of you Made your mark on me, a golden tattoo [Pre-Chorus] All of this silence and patience, pining and anticipation My hands are shaking from holding back from you Ha, ah, ah All of this silence and patience, pining and desperately waiting My hands are shaking from all this Ah, ha, ha, ha-ah [Chorus] Say my name and everything just stops I don't want you like a best friend Only bought this dress so you could take it off Take it off, ha, ha, ha-ah Carve your name into my bedpost 'Cause I don't want you like a best friend Only bought this dress so you could take it off Take it off, ha, ha, ha-ah [Verse 2] Inescapable, I'm not even gonna try And if I get burned, at least we were electrified I'm spilling wine in the bathtub You kiss my face and we're both drunk Everyone thinks that they know us But they know nothin' about [Pre-Chorus] All of this silence and patience, pining and anticipation My hands are shaking from holding back from you Ha, ah, ah All of this silence and patience, pining and desperately waiting My hands are shaking from all this Ah, ha, ha, ha-ah [Chorus] Say my name and everything just stops I don't want you like a best friend Only bought this dress so you could take it off Take it off, ha, ha, ha-ah Carve your name into my bedpost 'Cause I don't want you like a best friend Only bought this dress so you could take it off Take it off, ha, ha [Post-Chorus] Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah Only bought this dress so you could take it off Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah Only bought this dress so you could take it off [Bridge] Flashback when you met me, your buzzcut and my hair bleached Even in my worst times, you could see the best in me Flashback to my mistakes, my rebounds, my earthquakes Even in my worst lies, you saw the truth in me And I woke up just in time, now I wake up by your side My one and only, my lifeline I woke up just in time, now I wake up by your side My hands shake, I can't explain this Ah, ha, ha, ha-ah [Chorus] Say my name and everything just stops I don't want you like a best friend Only bought this dress so you could take it off Take it off, ha, ha, ha-ah Carve your name into my bedpost 'Cause I don't want you like a best friend Only bought this dress so you could take it off Take it off, ha, ha, ha-ah [Outro] There is an indentation in the shape of you Only bought this dress so you could take it off You made your mark on me, golden tattoo Only bought this dress so you could take it off;Fall in love;spotify:track:6oVxXO5oQ4pTpO8RSnkzvv;0.0329;0.719;0.469;0.0;0.169;-8.792;0.0533;120.085;0.0851
306;This Is Why We Can't Have Nice Things;Electropop;B-Side;207133;No;No;0;215.037.292;0;reputation;13;Electropop;Original Studio;10/11/2017;2.478.000;It was so nice throwing big parties Jump into the pool from the balcony Everyone swimming in a champagne sea And there are no rules when you show up here Bass beat rattling the chandelier Feeling so Gatsby for that whole year [Pre-Chorus] So why'd you have to rain on my parade? I'm shaking my head and locking the gates [Chorus] This is why we can't have nice things, darling Because you break them, I had to take them away This is why we can't have nice things, honey (Oh) Did you think I wouldn't hear all the things you said about me? This is why we can't have nice things [Verse 2] It was so nice being friends again There I was, giving you a second chance But you stabbed me in the back while shaking my hand And therein lies the issue, friends don't try to trick you Get you on the phone and mind-twist you And so I took an axe to a mended fence [Pre-Chorus] But I'm not the only friend you've lost lately (Mm-mm) If only you weren't so shady [Chorus] This is why we can't have nice things, darling (Yeah) Because you break them, I had to take them away This is why we can't have nice (Nice things) things (Baby), honey Did you think I wouldn't hear all the things you said about me? This is why we can't have - [Bridge] Here's a toast to my real friends They don't care about the he-said, she-said And here's to my baby He ain't reading what they call me lately And here's to my mama Had to listen to all this drama And here's to you 'Cause forgiveness is a nice thing to do Haha, I can't even say it with a straight face [Chorus] This is why we can't have nice things, darling (Darling) Because you break them, I had to take them away This is why we can't have nice (Uh-uh) things (Oh, no), honey (Baby, oh) Did you think I wouldn't hear all the things you said about me? This is why we can't have nice things, darling (And here's to my real friends) Because you break them, I had to take them (And here's to my baby) Nice things, honey (They didn't care about that he-said, she-said) Did you think I wouldn't hear all the things you said about me? This is why we can't have nice things;Betrayal/Anger;spotify:track:07NxDD1iKCHbAldceD7QLP;0.0156;0.567;0.789;0.0;0.382;-5.986;0.115;163.96;0.438
307;Call It What You Want;Synth Pop;B-Side;203506;No;No;0;389.833.661;37;reputation;14;Electropop;Original Studio;10/11/2017;2.478.000;"My castle crumbled overnight I brought a knife to a gunfight They took the crown, but it's alright All the liars are calling me one Nobody's heard from me for months I'm doin' better than I ever was 'Cause [Chorus] My baby's fit like a daydream Walkin' with his head down I'm the one he's walking to So call it what you want, yeah Call it what you want to My baby's fly like a jet stream High above the whole scene Loves me like I'm brand new So call it what you want, yeah Call it what you want to [Verse 2] All my flowers grew back as thorns Windows boarded up after the storm He built a fire just to keep me warm All the drama queens taking swings All the jokers dressing up as kings They fade to nothing when I look at him [Pre-Chorus] And I know I make the same mistakes every time Bridges burn, I never learn At least I did one thing right I did one thing right I'm laughing with my lover, makin' forts under covers Trust him like a brother Yeah, you know I did one thing right Starry eyes sparkin' up my darkest night [Chorus] My baby's fit like a daydream Walkin' with his head down I'm the one he's walking to So call it what you want, yeah Call it what you want to My baby's fly like a jet stream High above the whole scene Loves me like I'm brand new (Call it what you want, call it what you want, call it) So call it what you want, yeah Call it what you want to [Bridge] I want to wear his initial on a chain 'round my neck Chain 'round my neck Not because he owns me But 'cause he really knows me Which is more than they can say, I I recall late November Holding my breath, slowly, I said ""You don't need to save me But would you run away with me?"" Yes (Would you run away?) [Chorus] My baby's fit like a daydream Walkin' with his head down I'm the one he's walking to (Call it what you want, call it what you want, call it) So call it what you want, yeah (Call it what you want it to) Call it what you want to My baby's fly like a jet stream (Oh) High above the whole scene Loves me like I'm brand new (Call it what you want, call it what you want, call it) So call it what you want, yeah Call it what you want to [Outro] (Call it what you want, call it) (Call it what you want, call it what you want, call it) (Call it what you want, call it what you want, call it) (Call it what you want, call it what you want, call it) (Call it what you want, call it what you want, call it) (Call it what you want, call it what you want, call it) (Call it what you want, call it what you want, call it) Call it what you want, yeah Call it what you want to";Fall in love;spotify:track:1GwMQaZz6Au3QLDbjbMdme;0.186;0.598;0.504;0.000221;0.34;-9.874;0.0731;163.954;0.252
308;New Year's Day;Pop Rock;Single;235466;No;No;0;189.251.406;44;reputation;15;Electropop;Original Studio;10/11/2017;2.478.000;There's glitter on the floor after the party Girls carrying their shoes down in the lobby Candle wax and Polaroids on the hardwood floor You and me from the night before, but [Chorus] Don't read the last page But I stay when you're lost and I'm scared and you're turning away I want your midnights But I'll be cleaning up bottles with you on New Year's Day [Verse 2] You squeeze my hand three times in the back of the taxi I can tell that it's gonna be a long road I'll be there if you're the toast of the town, babe Or if you strike out and you're crawling home [Chorus] Don't read the last page But I stay when it's hard or it's wrong or we're making mistakes I want your midnights But I'll be cleaning up bottles with you on New Year's Day [Post-Chorus] Hold on to the memories, they will hold on to you Hold on to the memories, they will hold on to you Hold on to the memories, they will hold on to you And I will hold on to you [Bridge] Please don't ever become a stranger Whose laugh I could recognize anywhere Please don't ever become a stranger Whose laugh I could recognize anywhere [Verse 3] There's glitter on the floor after the party Girls carrying their shoes down in the lobby Candle wax and Polaroids on the hardwood floor You and me forevermore [Chorus] Don't read the last page But I stay when it's hard or it's wrong or we're making mistakes I want your midnights But I'll be cleaning up bottles with you on New Year's Day [Post-Chorus] Hold on to the memories, they will hold on to you Hold on to the memories, they will hold on to you Hold on to the memories, they will hold on to you And I will hold on to you [Outro] Please don't ever become a stranger (To the memories, they will hold on to you) Whose laugh I could recognize anywhere (Hold on to the memories, they will hold on to you) Please don't ever become a stranger (Hold on to the memories, they will hold on to you) Whose laugh I could recognize anywhere (I will hold on to you);Fall in love;spotify:track:7F5oktn5YOsR9eR5YsFtqb;0.921;0.661;0.151;0.0;0.13;-12.864;0.0354;94.922;0.23
